"id_str","created_at","source","lang","place","geo","text","is_retweet","is_reply","hashtags","media","user_screen_name","user_time_zone","user_followers_count","user_location","user_statuses_count","user_friends_count","user_profile_background_color","user_created_at","user_is_verified"
"ID_753194211462307840","Wed Jul 13 11:47:48 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Free speech is great, so long as you say the ""right"" thing on global warming: https://t.co/dvp8Dv3Lvi",False,False,"","","shikhadalmia","Eastern Time (US & Canada)",3473,"Detroit, Michigan",5117,522,"C0DEED","Wed Apr 08 15:45:41 +0000 2009",False
"ID_753216649617178624","Wed Jul 13 13:16:58 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @climatehawk1: Study finds best way to teach adults to save energy might be through their children https://t.co/AXnOnWpK9J #climate #agw",True,False,"agw|climate","","1o5CleanEnergy","London",11210,"United Kingdom",3871,12180,"C0DEED","Sat Dec 07 23:25:02 +0000 2013",False
"ID_753240724716589056","Wed Jul 13 14:52:37 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @chris1reuters: #Fracking Boost#Brexit may spur UK #shale @KSReuters#oil #gas #OOTT #climatechangehttps://t.co/0WYwerPwzN https://t.c…",True,False,"brexit|climatechange|fracking|gas|oil|oott|shale","photo","gabeh730","",74,"",241,128,"C0DEED","Wed Oct 26 18:14:53 +0000 2011",False
"ID_753261851996200960","Wed Jul 13 16:16:35 +0000 2016","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","en","","","RT @CovertAnonymous: GuardianUS: RT rorycarroll72: Meet the smokejumpers, climate change's first responders. https://t.co/mwGT79shMh",True,False,"","","AnonMCymous","",131,"Everywhere including yours",36500,127,"000000","Sat Jul 12 08:53:35 +0000 2014",False
"ID_753268527591727104","Wed Jul 13 16:43:06 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @ClimateWed: .@PriscillaAchakp Sharing the History of #GenderMatters in @UNFCCC #GenderCC @FMEnvng @FMEclimate @PeterTarfa https://t.co/…",True,False,"gendercc|gendermatters","photo","EWamera","",105,"Geneva",94,28,"C0DEED","Mon Mar 18 14:31:15 +0000 2013",False
"ID_753286441841598468","Wed Jul 13 17:54:17 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Sierra Club report finds #Trump would be only world leader #climate denier https://t.co/TVuGtJYoLp  (from @AP's @mbieseck)",False,False,"climate|trump","","TomvanderLee","Amsterdam",4563,"ÜT: 52.368873,4.88771",29168,3027,"EBEBEB","Mon Jun 29 08:10:17 +0000 2009",False
"ID_753288327042916352","Wed Jul 13 18:01:47 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","#climatechange only if every country does it ...other than that waste of time.. https://t.co/T2OGR327mG",False,False,"climatechange","","jammyjimmyslim","Central Time (US & Canada)",422,"New York City",3392,939,"0099B9","Mon Jan 31 01:45:57 +0000 2011",False
"ID_753296404014071808","Wed Jul 13 18:33:52 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Forests are crucial in the fight against climate change: Infographic via @ConservationOrg https://t.co/Swq9wnSG7J",False,False,"","","bikebunny1","London",769,"",3607,1892,"0099B9","Sat Jun 18 13:54:02 +0000 2011",False
"ID_753304465848033280","Wed Jul 13 19:05:55 +0000 2016","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","en","","","RT @Earthworks: Enviros call for stronger regs on #oilandgas well air pollution https://t.co/UYpHzKbrsN via @TheOklahoman @pmonies #cutmeth…",True,False,"climate|cutmethane|oilandgas","","johnlundin","Pacific Time (US & Canada)",12033,"Minca, Colombia",351561,10910,"709397","Wed Oct 01 19:30:30 +0000 2008",False
"ID_753311764603731968","Wed Jul 13 19:34:55 +0000 2016","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","en","","","RT @UNEP: Marshall Islanders could become climate #refugees before int'l law rules on their rights https://t.co/CYrO0vOsdw 📷AP https://t.co…",True,False,"refugees","photo","rifali1","",80,"",4433,169,"C0DEED","Sat Jul 14 22:05:47 +0000 2012",False
"ID_753322966251810816","Wed Jul 13 20:19:25 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","If the #ideology of the #capitalism #equation is #democratically taken into the #future against the #science re #climate #change, WOW! #IPCC",False,False,"capitalism|change|climate|democratically|equation|future|ideology|ipcc|science","","PercievedLogic","New Caledonia",7292,"Melbourne, Australia",232635,7286,"FFF04D","Wed Mar 07 22:39:02 +0000 2012",False
"ID_753345289491247104","Wed Jul 13 21:48:08 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Climate change is a top priority that must be addressed systemically and without delay https://t.co/PwkBEZNLbs via @business",False,False,"","","globalriskfs","Eastern Time (US & Canada)",263,"Toronto and global",286,260,"C0DEED","Tue Aug 06 14:41:37 +0000 2013",False
"ID_753368901665296384","Wed Jul 13 23:21:57 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @BernieSanders: The debate is over. Climate change is real, it's caused by human activity and is already causing devastating damage to t…",True,False,"","","JeanHaynes19","",6744,"United States",77809,6671,"C0DEED","Sat Jun 27 02:07:47 +0000 2015",False
"ID_753395137049395200","Thu Jul 14 01:06:12 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @billpostmus: Looney left.  https://t.co/l5oUGDjK6d",True,False,"","","MichaelRayAdam2","",4569,"Huntsville, AL",47347,3609,"F5F8FA","Fri Jan 08 01:27:41 +0000 2016",False
"ID_753419674977652736","Thu Jul 14 02:43:43 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @KimAllenPEng: Engineering deans from around the world come together to discuss climate change @McMasterU https://t.co/wUdDSpAoYz",True,False,"","","dnedohinmacek","Central Time (US & Canada)",623,"Winnipeg",24460,872,"FFFFFF","Sat May 14 20:38:09 +0000 2011",False
"ID_753446465670746112","Thu Jul 14 04:30:10 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @rollcall: Children Playing for Climate Change Action on Capitol Hill https://t.co/rWrAqxg18B https://t.co/REWC0ctJ7a",True,False,"","photo","LynnePatalano","",629,"",5160,1637,"C0DEED","Sun Apr 27 20:20:41 +0000 2014",False
"ID_753501682990854144","Thu Jul 14 08:09:35 +0000 2016","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","en","","","RT @whitebettys: Climate warming accelerating carbon loss from thawing #Arctic... https://t.co/jQCgb14y0L",True,False,"arctic","","sl1lm","Mountain Time (US & Canada)",24595,"New York, New York",478443,26858,"C0DEED","Sat Nov 29 03:43:39 +0000 2014",False
"ID_753533691905712128","Thu Jul 14 10:16:46 +0000 2016","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","en","","","More buddings...more blossoms in the making! All thanks to super hot climate....more opportunities!",False,False,"","","alfachua","Beijing",102,"Singapore",2242,8,"C0DEED","Mon Aug 17 14:52:11 +0000 2009",False
"ID_753620533640564736","Thu Jul 14 16:01:51 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @MalmstromEU: #TTIP transparency continues. New docs - cosmetics,cars, climate,chemicals, textiles... https://t.co/7IFfqKirOK All: https…",True,False,"ttip","","EUinPL","Warsaw",12526,"Poland",12683,1163,"022330","Sat Mar 05 23:11:06 +0000 2011",True
"ID_753624064208539649","Thu Jul 14 16:15:53 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @Independent: Theresa May just killed off the climate change department  https://t.co/vKeR6RCOiN",True,False,"","","Don_Tony","London",1037,"French Riviera - Cote d'Azur",70257,755,"63000D","Sat Mar 28 16:49:10 +0000 2009",False
"ID_753625734724382720","Thu Jul 14 16:22:31 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @montaukian: Welcome to #BrexitBritain: Climate change department killed off by Theresa May https://t.co/iSg4Whm6wK",True,False,"brexitbritain","","Frasmi","",349,"Taunton",9416,466,"C0DEED","Fri Mar 06 21:34:05 +0000 2009",False
"ID_753631072815120384","Thu Jul 14 16:43:44 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","Actually gasped at this news - unbelievable. Climate change is one of the biggest threats the world faces foday https://t.co/AHKwAuDW81",False,False,"","","clairehubert","London",78,"Chichester",8,153,"C0DEED","Wed Jul 01 07:28:07 +0000 2009",False
"ID_753633378407215105","Thu Jul 14 16:52:53 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @revkollektiv: @sunnysingh_n6 As you can see a pattern of seemingly ill judged appointments - I'm beyond outrage and scorn tbh https://t…",True,False,"","","sunnysingh_n6","London",10160,"London",284006,867,"C0DEED","Wed Jan 20 18:04:14 +0000 2010",False
"ID_753637413298274305","Thu Jul 14 17:08:55 +0000 2016","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","en","","","93 Percent Of Public Companies Face Climate Risk; Only 12 Percent Have Disclosed It https://t.co/fHPxcDyGRm",False,False,"","","divoram","Rome",189,"The Planet",41483,400,"2A044A","Mon Jul 13 21:40:37 +0000 2009",False
"ID_753639393429250048","Thu Jul 14 17:16:47 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @timfarron: Axing @DECCgovuk as a separate department is an awful &amp; backward decision. It clearly downgrades our commitment to tackling…",True,False,"","","lordbonkers","London",4976,"Market Harborough",134101,2440,"C0DEED","Fri Feb 06 19:21:51 +0000 2009",False
"ID_753650118201573376","Thu Jul 14 17:59:24 +0000 2016","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","en","","","You are being too polite @CarolineLucas! #disgraceful #19thCentury  https://t.co/EmCquJOMAe",False,False,"19thcentury|disgraceful","","nico_caltabiano","London",399,"Southampton, UK",8299,1018,"C0DEED","Tue Sep 29 22:12:22 +0000 2009",False
"ID_753655782806282240","Thu Jul 14 18:21:55 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @MikeBrooks668: Looks like @theresa_may doesn't have a stake in this country's future after all... https://t.co/ZsbWe7POwD",True,False,"","","ZoeSumra","Pacific Time (US & Canada)",400,"",10756,428,"C0DEED","Thu Jan 12 14:20:21 +0000 2012",False
"ID_753668182796144640","Thu Jul 14 19:11:11 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @350action: Wrong. But climate change gives us an opportunity to invest in our communities, instead of dividing them as you have https:/…",True,False,"","","Kitwyk","Eastern Time (US & Canada)",777,"Joined February 2013",33255,588,"F5ABB5","Fri Aug 13 15:18:40 +0000 2010",False
"ID_753668462308982788","Thu Jul 14 19:12:18 +0000 2016","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","en","","","Study Quantifies Climate-Change-Related Deaths - National Geographic https://t.co/9McUL5dHoW",False,False,"","","climate_u","",45,"",15618,0,"C0DEED","Mon Dec 01 09:36:02 +0000 2014",False
"ID_753694729821356033","Thu Jul 14 20:56:41 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @plumcomm: Is anybody listening??? RT @GottaLaff: This is what#ClimateChange looks like. Dead trees. #Yosemite #BassLake https://t.co/aE…",True,False,"basslake|yosemite","","cbeaux","Eastern Time (US & Canada)",735,"40.8000° N, 73.3000° W",58431,1113,"709397","Mon Jan 11 03:08:46 +0000 2010",False
"ID_753698398042066944","Thu Jul 14 21:11:15 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @WendyYRN: Eric Schneiderman, Maura Healey subpoenaed over prosecuting climate change skeptics - Washington Times https://t.co/k8QtLkbkys",True,False,"","","MWAgain","Eastern Time (US & Canada)",1090,"Texan in Orlando ",16100,1146,"F5F8FA","Sun Jun 05 14:51:53 +0000 2016",False
"ID_753704437483528192","Thu Jul 14 21:35:15 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @nytimes: Bolivia's second-largest lake had long been vulnerable. Climate change was the final blow. https://t.co/sXi6JWGQee https://t.c…",True,False,"","animated_gif","Neel_Maddy","",23,"",140,221,"C0DEED","Sat Jan 26 16:31:22 +0000 2013",False
"ID_753706872150994944","Thu Jul 14 21:44:56 +0000 2016","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","en","","","The new Environment Secretary backs fox hunting, selling off forests, and opposes climate change... https://t.co/aSE0POMxn7",False,False,"","","Isaaclee1969","London",164,"",893,811,"C0DEED","Sat Mar 10 15:38:21 +0000 2012",False
"ID_753711639325765632","Thu Jul 14 22:03:52 +0000 2016","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","en","","","RT @SocialistVoice: Theresa May's decision to abolish Dept of Energy &amp; Climate Change is widely condemned #GreenestGovernmentEver https://t…",True,False,"greenestgovernmentever","","StevenPG71","",748,"Folkestone, Kent",24909,597,"C0DEED","Thu Mar 20 21:43:44 +0000 2014",False
"ID_753743097796845568","Fri Jul 15 00:08:53 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @DeeinME: What Would It Take to Make You Do Something About Climate Change? https://t.co/jwr7z8maX1 via @viceuk #climatechange",True,False,"climatechange","","Tweeds01","Sydney",642,"Blue Mountains",49793,595,"C0DEED","Sun Nov 03 21:47:50 +0000 2013",False
"ID_753784911824166912","Fri Jul 15 02:55:02 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @MAHAMOSA: “The human race is challenged more than ever before to demonstrate our mastery, not over nature, but of ourselves.”-Rachel Ca…",True,False,"climate","","NataliaCrysta","",163,"",6566,205,"C0DEED","Fri Nov 06 19:39:54 +0000 2015",False
"ID_753793895989850112","Fri Jul 15 03:30:44 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","Chicago has a second hometown Presidential option, Green Party's @DrJillStein. https://t.co/2Dh9VI2kfb#climate #Bernie2016 #leadership",False,False,"bernie2016|climate|leadership","","Julesrules39","Central Time (US & Canada)",1071,"Chicago, Illinois",6848,2045,"C0DEED","Sun Sep 18 04:57:15 +0000 2011",False
"ID_753804081387364354","Fri Jul 15 04:11:12 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @Bernlennials: Climate change department killed off by Theresa May https://t.co/HOGj68HWlY https://t.co/5yv0qHqAk4",True,False,"","photo","MeriTesla","Pacific Time (US & Canada)",182,"Seattle, WA",7476,239,"C0DEED","Wed Sep 07 23:24:31 +0000 2011",False
"ID_753815935211802624","Fri Jul 15 04:58:18 +0000 2016","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","en","","","New Science Team Aims to Reduce Climate Change Extinctions - https://t.co/Jb9HASWF2i",False,False,"","","IsabelSnow25","Pacific Time (US & Canada)",2,"United States",17791,40,"F5F8FA","Sun Jun 19 18:13:56 +0000 2016",False
"ID_753850630540701696","Fri Jul 15 07:16:10 +0000 2016","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","en","","","UN energy chief urges UK to maintain climate funds: Rachel Kyte says world needs an active and generous Britain to… https://t.co/PYqhPgD9hd",False,False,"","","CLMTHouston","Pacific Time (US & Canada)",95,"Houston, TX",5345,229,"C0DEED","Sat Dec 05 09:42:32 +0000 2015",False
"ID_753856654706372609","Fri Jul 15 07:40:07 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @YaleE360: New report: The world’s insurers, banks &amp; pension funds are ""inherently susceptible"" to climate change https://t.co/xkfc9Eh1m…",True,False,"","","envidynxlab","",300,"",3025,417,"1A1B1F","Sat Mar 30 20:29:03 +0000 2013",False
"ID_753859017739411456","Fri Jul 15 07:49:30 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @RealGeoEngWatch: Introducing Geoengineering / Climate Engineering to the Uninformed - You must get off the bench... - https://t.co/oh5e…",True,False,"geoengineering","","OpChemtrails","London",7041,"opchemtrailsadmin@riseup.net",88220,1834,"000000","Mon Sep 01 07:22:07 +0000 2014",False
"ID_753908635743510528","Fri Jul 15 11:06:40 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @ClientEarth: Green campaigners furious as climate change ministry scrapped https://t.co/yI6VYQYA5d https://t.co/0fgmXAI0xK",True,False,"","photo","MrGreenGus","",4400,"Bristol - Montpelier",53149,1506,"C0DEED","Tue Oct 12 17:35:02 +0000 2010",False
"ID_753915584748945408","Fri Jul 15 11:34:17 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @GreenPeterU: Tories don't believe in equality, social justice, or caring for the environment. If you do then join @TheGreenParty https…",True,False,"","","CroydonGreens","",1444,"SouthLondon&Surrey",4039,1051,"EDECE9","Wed May 11 19:30:46 +0000 2011",False
"ID_753927031071518725","Fri Jul 15 12:19:46 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","@grist @ItsBouquet Climate can take care of itself in Britain but the free market is too harsh a place for business to go without govt. ;-)",False,True,"","","fran_b__","Sydney",2618,"Australia",90844,617,"C0DEED","Fri Jun 19 10:50:19 +0000 2009",False
"ID_753928813927600128","Fri Jul 15 12:26:51 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @UNFCCC: Nationally Appropriate Mitigation Actions Post #ParisAgreement. Read Mid-year update: https://t.co/eUv3V5Suzp #NAMA https://t.c…",True,False,"nama|parisagreement","photo","Bluesake","Nairobi",4205,"Jeddah; Saudi Arabia",30920,4440,"642D8B","Sat Mar 07 22:19:05 +0000 2009",False
"ID_753940827097796608","Fri Jul 15 13:14:35 +0000 2016","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","en","","","Climate change in the courts: Big Oil and Big Tobacco - Constitution Daily (blog) https://t.co/aUfyQ1OBeo",False,False,"","","TeaPartywatchs","Beijing",3445,"New York City",27657,3542,"022330","Mon May 14 13:32:00 +0000 2012",False
"ID_753990150015688705","Fri Jul 15 16:30:34 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","We have 2 stop TPP/TTIP to save the planet. You know Clinton was 4 it, then against... and you know what that means. https://t.co/mV9tBJRYqH",False,False,"","","victoria2dcme","",192,"",3704,402,"000000","Sat Feb 07 03:10:21 +0000 2009",False
"ID_753990182429425664","Fri Jul 15 16:30:42 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","UK PM Theresa May nukes climate change department, appoints a climate denier as Climate Secretary https://t.co/oCCPZ3hMWH #theukisfucked",False,False,"theukisfucked","","robpatrick","London",433,"Leeds, UK",10276,740,"010101","Tue Dec 19 08:39:59 +0000 2006",False
"ID_754000596332666880","Fri Jul 15 17:12:05 +0000 2016","<a href=""http://uclimate.com"" rel=""nofollow"">uClimate</a>","en","","","WUWT:The New York Times Publishes Another Flawed Prediction on Climate #r4today #UKIP #BBCqt #tory #Labour #SNP https://t.co/YnI3UoKIIv",False,False,"bbcqt|labour|r4today|snp|tory|ukip","","ScotClimate","London",651,"uclimate.com",56698,362,"0099B9","Wed Jun 27 23:31:46 +0000 2012",False
"ID_754003216107528192","Fri Jul 15 17:22:30 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Gypsy Moths Are Destroying Forests as the Climate Dries https://t.co/s3jJY54gT5 via @TakePart",False,False,"","","EvanChmura","",246,"Waltham, MA",5061,1551,"000000","Tue May 28 19:15:40 +0000 2013",False
"ID_754010987750187008","Fri Jul 15 17:53:22 +0000 2016","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","en","","","RT Michael F Ozaki MD: Donald Trump would be world's only national leader to reject climate science … https://t.co/vPpRLvAPtF",False,False,"","","ClimateRetweet","",3065,"",407371,3,"C0DEED","Wed May 20 10:47:00 +0000 2015",False
"ID_754019356191952896","Fri Jul 15 18:26:38 +0000 2016","<a href=""http://www.digital-matchbox.com"" rel=""nofollow"">Digital Matchbox PRO</a>","en","","","RT @BobbyHertz: .@nrdc NY legal interns visiting @UPROSE in Sunset Park, BK, learning about #climate justice &amp; #justtransition! 🌻🌻🌻 https:/…",True,False,"climate|justtransition","photo","ArkLady","Pacific Time (US & Canada)",1026,"Big Bear, CA USA",18226,138,"69B221","Sat Jan 05 23:32:33 +0000 2008",False
"ID_754042017001316352","Fri Jul 15 19:56:40 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","@ec_minister Dont fall for the scam called climate change. #bestideaever",False,True,"bestideaever","","bigreenturbo","",1458,"Alberta",32725,1848,"C0DEED","Fri May 09 03:52:46 +0000 2014",False
"ID_754051211020472320","Fri Jul 15 20:33:12 +0000 2016","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","en","","","9 ideas on The Open: Climate shapes leaderboard getting into weekend https://t.co/5jWjYfyPkS https://t.co/eaDOUwNtgm",False,False,"","photo","worldstevo2000","",80,"",369885,19,"C0DEED","Mon Nov 26 17:27:42 +0000 2012",False
"ID_754051691381657600","Fri Jul 15 20:35:07 +0000 2016","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","en","","","Trump's VP pick Mike Pence doesn't believe in evolution or man-made climate change. https://t.co/AXe4rfODds https://t.co/5rpEevrXIg",False,False,"","photo","TheStranger","Pacific Time (US & Canada)",48643,"Seattle, WA",19647,186,"474747","Tue Jan 06 19:36:50 +0000 2009",False
"ID_754053657990078464","Fri Jul 15 20:42:56 +0000 2016","<a href=""http://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>","en","","","LUMBERTON NC Jul 15 Climate: Hi: 95 Lo: 74 Precip: 0.03 Snow: M https://t.co/JhDO2KRxBs",False,False,"","","iembot_ilm","Central Time (US & Canada)",102,"",73648,0,"C0DEED","Fri Apr 24 13:22:46 +0000 2009",False
"ID_754088482390192130","Fri Jul 15 23:01:19 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @MadmenDreamers: Trupm’s running mate questions climate change and evolution. https://t.co/desG187BBt Perfect.",True,False,"","","JJDALE1","Eastern Time (US & Canada)",757,"USA",6117,746,"BADFCD","Sun Mar 08 21:26:25 +0000 2009",False
"ID_754094803822923777","Fri Jul 15 23:26:26 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @showmeshiny: Climate Change in Major Cities, interesting submission from @OmaymaS_:… https://t.co/hFK9fhseZK https://t.co/yletXOKRgu",True,False,"","photo","monkmanmh","Pacific Time (US & Canada)",316,"Victoria, BC, Canada",4114,989,"BDBDBD","Tue Oct 05 17:56:28 +0000 2010",False
"ID_754115623446282240","Sat Jul 16 00:49:10 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @AllanMargolin: THEY SURE ARE: Editorial - Floods part of #climatechange in WV https://t.co/2GUfKDLmj3 via @wvgazettemail @MarcVegan htt…",True,False,"climatechange","photo","LeChatNoire4","Atlantic Time (Canada)",5931,"Florida",224785,5042,"000000","Thu Mar 27 21:29:48 +0000 2014",False
"ID_754137117811290113","Sat Jul 16 02:14:34 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @PercievedLogic: Oh what a ""tangled web"" we weave re #climate #change &amp; ""our #capitalistic #ideology"", #shameful! Why? We ""know better""…",True,False,"capitalistic|change|climate|facts|ideology|shameful","","PercievedLogic","New Caledonia",7304,"Melbourne, Australia",234039,7281,"FFF04D","Wed Mar 07 22:39:02 +0000 2012",False
"ID_754138885291020288","Sat Jul 16 02:21:36 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @JohnKStahlUSA: If Barry thinks climate change is greatest threat to our security, he needs to turn on a TV. #tcot #ccot #gop #maga http…",True,False,"ccot|gop|maga|tcot","photo","ColeHudson68","",976,"Texas",4157,5001,"C0DEED","Sat Aug 08 16:45:37 +0000 2015",False
"ID_754140496696582144","Sat Jul 16 02:28:00 +0000 2016","<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","en","","","Better yet, just stop breathing. Do you know how much CO2 is in each exhale of breath? https://t.co/LHbAJh43OY",False,False,"","","IdontbelieveinC","Eastern Time (US & Canada)",794,"",28227,1364,"131516","Mon Mar 04 23:36:44 +0000 2013",False
"ID_754168924820770816","Sat Jul 16 04:20:58 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @Salon: Anti-abortion, anti-immigration, climate denier: Things to know about Trump's VP pick https://t.co/QouQKx64hG",True,False,"","","DandelionDollar","Pacific Time (US & Canada)",11353,"",34860,5852,"1A1B1F","Sun Jan 13 03:07:49 +0000 2013",False
"ID_754200016839933952","Sat Jul 16 06:24:31 +0000 2016","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","en","","","RT @ClimateReality: Are we permanently above 400 ppm? Climate scientists weigh in: https://t.co/mZXSL2Au2h #ActOnClimate https://t.co/o9lUW…",True,False,"actonclimate","photo","shyam_pitroda","New Delhi",35,"",1749,116,"000000","Thu Oct 02 14:21:37 +0000 2014",False
"ID_754204023855677441","Sat Jul 16 06:40:26 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @WFP: #Foodwaste is the 3rd largest contributor of GHGs to our climate. Be a #globalcitizen by #NotWasting food. https://t.co/klSRypyI5Y",True,False,"foodwaste|globalcitizen|notwasting","photo","katymendes11","Casablanca",260,"London",392,589,"C0DEED","Wed Nov 23 16:09:55 +0000 2011",False
"ID_754296002958340096","Sat Jul 16 12:45:55 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @Him_kala: The climate reality Nepal in collaboration with Thrive organization.. :) wonderful experience https://t.co/L5mkQdsf1I",True,False,"","photo","rubina_karki","",193,"Kathmandu, Nepal",5639,161,"C0DEED","Tue Jan 27 09:49:54 +0000 2015",False
"ID_754369401282039808","Sat Jul 16 17:37:35 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @PeterGleick: Dear media. Mike Pence doesn't ""doubt"" #climate science, he denies it.",True,False,"climate","","KAJ77","Central Time (US & Canada)",416,"The Midcoast",13153,1019,"0099B9","Wed Mar 04 14:37:58 +0000 2009",False
